7568,100,1.0,100,100,100,
15314,100,4.0,100,100,100,
5126,100,3.0,100,100,100,
15212,100,3.0,100,100,100,
7795,100,3.0,100,100,100,
15012,100,2.0,100,100,100,
4582,100,4.0,100,100,100,
15267,100,3.0,100,100,100,
7889,100,4.0,100,100,100,
14974,100,3.0,100,100,100,
4926,100,5.0,100,100,100,
15463,100,4.0,100,100,100,
8152,100,3.0,100,100,100,
15591,100,3.0,100,100,100,
5198,100,1.0,100,100,100,
15265,100,3.0,100,100,100,
7567,100,3.0,100,100,100,
15144,100,3.0,100,100,100,
4952,100,3.0,100,100,100,
15113,100,3.0,100,100,100,
8010,100,5.0,100,100,100,
15365,100,3.0,100,100,100,
4756,100,3.0,100,100,100,
15487,100,3.0,100,100,100,
8048,100,2.0,100,100,100,
15000,100,1.0,100,100,100,
4701,100,3.0,100,100,100,
15704,100,3.0,100,100,100,
8090,100,3.0,100,100,100,
15686,100,3.5,100,100,100,
4614,100,3.0,100,100,100,
15165,100,3.0,100,100,100,
7846,100,2.0,100,100,100,
15531,100,3.0,100,100,100,
4914,100,3.0,100,100,100,
15512,100,3.0,100,100,100,
7612,100,2.5,100,100,100,
15732,100,3.0,100,100,100,
5102,100,3.0,100,100,100,
15439,100,3.0,100,100,100,
8169,100,4.0,100,100,100,
15501,100,3.0,100,100,100,
5146,100,4.0,100,100,100,
19150,100,4.0,100,100,100,
7799,100,3.0,100,100,100,
18731,100,3.0,100,100,100,
5167,100,4.0,100,100,100,
18882,100,3.0,100,100,100,
7774,100,3.5,100,100,100,
19189,100,3.0,100,100,100,
5192,100,3.0,100,100,100,
19476,100,3.0,100,100,100,
7989,100,3.0,100,100,100,
18891,100,2.0,100,100,100,
4542,100,2.0,100,100,100,
18802,100,5.0,100,100,100,
7862,100,3.0,100,100,100,
19002,100,4.0,100,100,100,
4495,100,5.0,100,100,100,
18751,100,4.0,100,100,100,
7711,100,3.0,100,100,100,
19154,100,3.0,100,100,100,
5169,100,4.0,100,100,100,
18942,100,1.0,100,100,100,
7760,100,3.0,100,100,100,
19280,100,3.0,100,100,100,
4826,100,3.0,100,100,100,
19206,100,4.0,100,100,100,
7638,100,3.0,100,100,100,
19100,100,4.0,100,100,100,
4989,100,2.0,100,100,100,
19027,100,4.0,100,100,100,
7621,100,4.0,100,100,100,
19362,100,3.0,100,100,100,
5121,100,4.0,100,100,100,
19283,100,3.0,100,100,100,
8011,100,4.0,100,100,100,
19379,100,3.0,100,100,100,
5011,100,1.0,100,100,100,
19202,100,3.0,100,100,100,
8150,100,3.0,100,100,100,
18952,100,4.0,100,100,100,
4695,100,3.0,100,100,100,
18987,100,2.0,100,100,100,
7856,100,3.0,100,100,100,
19003,100,3.0,100,100,100,
5153,100,4.0,100,100,100,
18789,100,4.0,100,100,100,
8045,100,4.0,100,100,100,
19245,100,3.0,100,100,100,
5206,100,3.0,100,100,100,
18870,100,3.0,100,100,100,
7809,100,3.0,100,100,100,
18825,100,1.0,100,100,100,
4569,100,2.0,100,100,100,
19406,100,4.0,100,100,100,
7673,100,2.0,100,100,100,
19412,100,4.0,100,100,100,
4831,100,4.0,100,100,100,
19349,100,2.0,100,100,100,
8000,100,3.0,100,100,100,
18739,100,3.0,100,100,100,
4745,100,3.0,100,100,100,
16227,100,3.0,100,100,100,
7657,100,2.0,100,100,100,
16013,100,3.5,100,100,100,
4684,100,4.0,100,100,100,
15805,100,3.0,100,100,100,
7945,100,3.0,100,100,100,
16263,100,4.0,100,100,100,
4556,100,4.0,100,100,100,
16392,100,3.0,100,100,100,
7954,100,2.0,100,100,100,
15801,100,3.0,100,100,100,
5005,100,3.0,100,100,100,
16110,100,3.0,100,100,100,
7734,100,3.0,100,100,100,
16189,100,3.0,100,100,100,
5103,100,3.0,100,100,100,
16177,100,3.0,100,100,100,
7707,100,3.0,100,100,100,
16196,100,3.0,100,100,100,
4512,100,3.0,100,100,100,
16383,100,4.0,100,100,100,
8031,100,3.0,100,100,100,
15831,100,3.0,100,100,100,
4577,100,4.0,100,100,100,
15788,100,2.0,100,100,100,
8226,100,3.0,100,100,100,
15775,100,4.0,100,100,100,
4975,100,4.0,100,100,100,
15790,100,5.0,100,100,100,
8072,100,3.0,100,100,100,
16292,100,3.0,100,100,100,
5068,100,4.0,100,100,100,
16197,100,3.0,100,100,100,
19745,100,1.0,100,100,100,
16355,100,3.0,100,100,100,
5168,100,2.0,100,100,100,
16150,100,3.0,100,100,100,
19594,100,4.0,100,100,100,
16285,100,3.0,100,100,100,
4568,100,3.0,100,100,100,
16075,100,3.0,100,100,100,
20087,100,2.0,100,100,100,
16050,100,3.0,100,100,100,
4609,100,1.0,100,100,100,
16067,100,3.0,100,100,100,
19982,100,3.5,100,100,100,
16051,100,2.0,100,100,100,
5044,100,4.0,100,100,100,
16267,100,5.0,100,100,100,
19999,100,3.5,100,100,100,
15968,100,3.0,100,100,100,
4393,100,3.0,100,100,100,
15993,100,4.0,100,100,100,
19525,100,3.0,100,100,100,
16445,100,4.0,100,100,100,
